title,type,genres,imdb_score,tmdb_popularity
Archive 81,SHOW,"['drama', 'scifi', 'horror', 'thriller']",7.3,61.695
Stay Close,SHOW,"['crime', 'drama', 'thriller']",6.9,11.449
Pirate Gold of Adak Island,SHOW,['reality'],4.6,20.51
All of Us Are Dead,SHOW,"['action', 'drama', 'scifi', 'horror', 'thriller', 'fantasy']",7.5,491.672
Our Great National Parks,SHOW,['documentation'],7.9,2.583
Resident Evil: Infinite Darkness,SHOW,"['scifi', 'animation', 'drama', 'action', 'horror']",5.8,83.312
Dave Chappelle: What's in a Name?,MOVIE,['comedy'],,11.947
My Daughter's Killer,MOVIE,"['documentation', 'crime']",6.9,177.035
Love & Gelato,MOVIE,"['romance', 'comedy', 'drama']",5.1,146.021
Apollo 10½:  A Space Age Childhood,MOVIE,"['animation', 'scifi', 'action', 'comedy', 'romance', 'family', 'horror', 'drama']",7.3,8.534
The Alpinist,MOVIE,['documentation'],8.0,8.534
Attack on Pearl Harbor: Minute by Minute,SHOW,"['documentation', 'history']",7.5,3.377
The Mitchells vs. the Machines,MOVIE,"['comedy', 'family', 'scifi', 'animation']",7.6,35.602
Juanpis González - The Series,SHOW,"['comedy', 'drama']",6.8,39.001
Borgen - Power & Glory,SHOW,"['drama', 'war']",8.2,4.726
Spriggan,SHOW,"['animation', 'action', 'war', 'scifi', 'drama', 'thriller']",7.0,16.71
Sweet Tooth,SHOW,"['drama', 'scifi', 'fantasy', 'action']",7.8,63.287
The Harder They Fall,MOVIE,"['action', 'drama', 'western']",6.5,114.813
Major,MOVIE,"['action', 'drama']",9.1,6.429
Behind Her Eyes,SHOW,"['thriller', 'drama']",7.2,29.851
Indian Predator: The Butcher of Delhi,SHOW,"['documentation', 'crime']",,22.238
Our Father,MOVIE,"['crime', 'documentation']",6.5,42.481
All American: Homecoming,SHOW,"['drama', 'sport']",5.3,9.277
Lupin,SHOW,"['crime', 'drama', 'thriller', 'action', 'comedy']",7.5,66.66
Windfall,MOVIE,"['crime', 'drama', 'thriller']",5.7,43.789
Meltdown: Three Mile Island,SHOW,"['documentation', 'history']",6.9,2.873
The Upshaws,SHOW,"['family', 'comedy']",6.8,5.205
Senior Year,MOVIE,"['comedy', 'drama']",5.5,232.337
Clark,SHOW,"['thriller', 'action', 'comedy', 'crime', 'drama']",7.4,14.127
Farzar,SHOW,"['scifi', 'animation', 'action', 'comedy']",5.3,47.136
Texas Chainsaw Massacre,MOVIE,"['horror', 'thriller', 'crime']",4.8,331.065
The Guilty,MOVIE,"['drama', 'thriller', 'action', 'crime']",6.3,33.761
The Colony,MOVIE,"['scifi', 'thriller', 'action']",5.3,23.747
Pacific Rim: The Black,SHOW,"['scifi', 'animation', 'action']",7.0,50.254
Norm Macdonald: Nothing Special,MOVIE,"['comedy', 'documentation']",7.6,4.061
Inside Job,SHOW,"['comedy', 'animation', 'fantasy', 'scifi']",7.6,42.395
The Bubble,MOVIE,['comedy'],4.7,91.061
Iron Chef: Quest for an Iron Legend,SHOW,['reality'],7.1,4.182
First Class,SHOW,['reality'],2.8,7.79
Two Summers,SHOW,"['thriller', 'drama']",6.8,39.696
She Would Never Know,SHOW,"['drama', 'romance']",7.5,34.287
The Hand of God,MOVIE,['drama'],7.4,34.74
The Hidden Lives of Pets,SHOW,['documentation'],7.4,7.588
Dead End: Paranormal Park,SHOW,['animation'],,26.566
For Jojo,MOVIE,"['comedy', 'drama']",4.2,16.562
The Unforgivable,MOVIE,"['drama', 'crime']",7.1,74.153
Bad Vegan: Fame. Fraud. Fugitives.,SHOW,"['documentation', 'crime']",5.8,3.403
Cowboy Bebop,SHOW,"['scifi', 'action', 'drama', 'fantasy', 'comedy', 'crime']",6.6,17.479
The Cuphead Show!,SHOW,"['animation', 'comedy', 'family', 'fantasy', 'action']",7.4,96.8
Hellbound,SHOW,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",6.6,193.725
The Best of Netflix Is a Joke: The Festival,MOVIE,['comedy'],,6.666
Against the Ice,MOVIE,"['drama', 'history', 'action']",6.5,60.566
Metal Lords,MOVIE,"['music', 'comedy', 'drama']",6.7,123.401
The Beauty Queen of Jerusalem,SHOW,['drama'],7.1,11.854
Intimacy,SHOW,"['crime', 'drama', 'thriller']",6.8,19.965
Jennifer Lopez:  Halftime,MOVIE,"['music', 'documentation']",6.5,149.855
In from the Cold,SHOW,"['drama', 'scifi', 'thriller', 'action', 'crime']",6.2,13.736
Brand New Cherry Flavor,SHOW,"['thriller', 'drama', 'horror', 'scifi']",7.1,57.609
Anek,MOVIE,"['action', 'thriller', 'drama']",7.1,9.261
The G Word with Adam Conover,SHOW,"['documentation', 'comedy']",6.7,4.603
Ricky Gervais: SuperNature,MOVIE,['comedy'],7.8,7.492
Beauty,MOVIE,"['drama', 'music', 'romance']",3.9,87.939
Fear Street: Part One - 1994,MOVIE,"['drama', 'horror', 'fantasy']",6.2,123.091
Sex/Life,SHOW,"['comedy', 'drama', 'romance']",5.4,165.068
Who We Are: A Chronicle of Racism in America,MOVIE,['documentation'],6.2,3.747
Bo Burnham: Inside,MOVIE,"['comedy', 'drama', 'music', 'reality']",8.7,11.434
Av: The Hunt,MOVIE,"['thriller', 'action']",5.5,5.264
True Story,SHOW,"['drama', 'thriller', 'comedy', 'crime']",7.4,42.104
The Guardians of Justice,SHOW,"['action', 'scifi']",,55.768
Gunpowder Milkshake,MOVIE,"['action', 'thriller', 'crime']",6.0,106.522
Bubble,MOVIE,"['scifi', 'fantasy', 'romance', 'sport', 'thriller', 'animation', 'action', 'drama']",6.3,550.643
Passing,MOVIE,"['drama', 'thriller']",6.7,29.687
Munich: The Edge of War,MOVIE,"['drama', 'history', 'thriller']",6.8,29.255
Clickbait,SHOW,"['crime', 'drama', 'thriller']",7.2,40.623
Murder Among the Mormons,SHOW,"['documentation', 'crime', 'history']",7.0,6.871
Wrong Side of the Tracks,SHOW,"['action', 'crime', 'drama', 'thriller']",6.7,27.824
Army of Thieves,MOVIE,"['comedy', 'crime', 'thriller', 'scifi', 'horror', 'romance', 'action']",6.4,157.021
Love on the Spectrum U.S.,SHOW,"['reality', 'documentation', 'romance']",8.2,2.852
Komi Can't Communicate,SHOW,"['drama', 'animation', 'comedy', 'romance']",7.8,132.754
The Silent Sea,SHOW,"['scifi', 'thriller', 'horror', 'drama']",6.9,94.568
The Chestnut Man,SHOW,"['crime', 'drama', 'thriller']",7.7,49.565
Firefly Lane,SHOW,"['drama', 'romance']",7.4,9.959
The Weekend Away,MOVIE,"['thriller', 'crime', 'drama']",5.6,157.463
Jackass 4.5,MOVIE,['comedy'],,212.868
A Perfect Pairing,MOVIE,"['comedy', 'romance']",6.1,372.132
Cristela Alonzo: Middle Classy,MOVIE,"['comedy', 'documentation']",6.8,5.986
Army of the Dead,MOVIE,"['horror', 'thriller', 'crime', 'scifi', 'action']",5.7,131.869
Downfall: The Case Against Boeing,MOVIE,['documentation'],7.4,25.636
Rescued by Ruby,MOVIE,"['family', 'drama']",7.1,49.137
Black Crab,MOVIE,"['scifi', 'thriller', 'war', 'action', 'drama']",5.6,207.948
14 Peaks: Nothing Is Impossible,MOVIE,"['documentation', 'sport']",7.7,22.226
The 7 Lives of Lea,SHOW,"['drama', 'thriller', 'fantasy', 'crime']",7.5,12.437
Bigbug,MOVIE,"['comedy', 'scifi', 'fantasy']",5.4,26.497
Image of Victory,MOVIE,"['war', 'history', 'drama']",7.5,2.711
Choose or Die,MOVIE,"['scifi', 'thriller', 'drama', 'horror']",4.7,25.632
Kate,MOVIE,"['action', 'drama', 'thriller', 'crime']",6.2,64.19
The Dig,MOVIE,"['history', 'drama']",7.1,20.072
The Chair,SHOW,"['drama', 'comedy']",7.2,6.775
Attenborough's Life in Colour,SHOW,['documentation'],8.2,6.232
Bill Burr Presents: Friends Who Kill,MOVIE,"['comedy', 'documentation']",4.5,5.237
Hurts Like Hell,SHOW,"['drama', 'sport']",8.4,8.413
Till Death,MOVIE,"['horror', 'thriller']",5.8,21.514
Fear Street: Part Two - 1978,MOVIE,"['drama', 'horror', 'fantasy']",6.7,116.422
Fatherhood,MOVIE,"['drama', 'comedy']",6.6,88.619
The Serpent,SHOW,"['crime', 'drama', 'thriller']",7.6,12.904
White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,['documentation'],5.7,5.038
jeen-yuhs,SHOW,"['documentation', 'music']",8.0,3.852
Turning Point: 9/11 and the War on Terror,SHOW,"['war', 'history', 'documentation']",8.0,7.209
The Perfect Mother,SHOW,"['drama', 'thriller']",5.9,14.164
Coming Home in the Dark,MOVIE,"['thriller', 'crime', 'horror']",5.7,11.156
Too Old for Fairy Tales,MOVIE,"['comedy', 'family']",6.1,8.449
Human Resources,SHOW,"['animation', 'comedy', 'romance']",7.2,21.344
Long Story Short,MOVIE,"['fantasy', 'comedy', 'romance']",6.5,59.305
My Name,SHOW,"['thriller', 'action', 'crime', 'drama']",7.8,86.286
The Sparks Brothers,MOVIE,"['documentation', 'music', 'comedy', 'history']",7.8,6.784
The Shadow in My Eye,MOVIE,"['war', 'drama', 'history']",7.3,22.432
Dave Chappelle: The Closer,MOVIE,['comedy'],8.0,7.841
No One Gets Out Alive,MOVIE,"['horror', 'thriller', 'drama']",5.3,96.132
Welcome to Eden,SHOW,"['action', 'scifi', 'drama', 'thriller']",5.4,198.535
Maya and the Three,SHOW,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",8.1,51.341
The Vault,MOVIE,"['crime', 'action', 'thriller', 'fantasy']",6.4,22.456
The Andy Warhol Diaries,SHOW,['documentation'],7.7,1.844
The Tinder Swindler,MOVIE,"['documentation', 'crime']",7.2,41.443
The Martha Mitchell Effect,MOVIE,['documentation'],,4.687
Who Killed Sara?,SHOW,"['drama', 'crime', 'thriller']",6.4,119.334
Under the Amalfi Sun,MOVIE,"['romance', 'comedy', 'drama']",5.2,561.722
Young Royals,SHOW,"['drama', 'romance']",8.3,43.342
Halston,SHOW,['drama'],7.5,18.504
Oxygen,MOVIE,"['scifi', 'thriller', 'horror', 'drama', 'fantasy']",6.5,44.5
Anxious People,SHOW,"['crime', 'drama', 'comedy']",6.8,3.126
Last Man Down,MOVIE,"['thriller', 'action', 'scifi']",4.8,358.251
The Trip,MOVIE,"['action', 'thriller', 'comedy', 'horror']",6.9,65.274
The Woman in the Window,MOVIE,"['drama', 'thriller', 'crime']",5.7,23.639
Jupiter's Legacy,SHOW,"['scifi', 'action', 'drama', 'thriller', 'fantasy']",6.7,59.076
365 Days: This Day,MOVIE,"['romance', 'drama']",2.5,449.292
Hold Tight,SHOW,"['crime', 'drama', 'thriller']",6.1,6.901
Aftermath,MOVIE,"['horror', 'thriller', 'drama']",5.3,46.058
Chickenhare and the Hamster of Darkness,MOVIE,"['animation', 'comedy', 'family', 'romance', 'fantasy']",6.3,511.444
The Innocent,SHOW,"['thriller', 'drama', 'crime']",7.8,15.042
Toscana,MOVIE,"['drama', 'romance']",5.7,11.013
Home Team,MOVIE,"['family', 'comedy', 'sport']",6.0,72.562
Live Is Life,MOVIE,"['comedy', 'drama']",7.0,27.199
The White Tiger,MOVIE,"['drama', 'crime']",7.1,19.472
Yakamoz S-245,SHOW,"['scifi', 'drama', 'action', 'thriller']",6.1,13.009
Hit & Run,SHOW,"['drama', 'action', 'thriller', 'crime']",7.0,20.178
Midnight at the Pera Palace,SHOW,"['thriller', 'drama', 'history']",7.0,5.849
The Puppet Master: Hunting the Ultimate Conman,SHOW,"['documentation', 'crime']",7.0,6.409
Captain Nova,MOVIE,"['action', 'family', 'scifi']",5.5,7.99
Outlaws,MOVIE,"['crime', 'action', 'thriller']",6.9,67.192
Hypnotic,MOVIE,"['thriller', 'horror', 'drama']",5.3,71.857
VOIR,SHOW,['documentation'],6.8,1.35
Return to Space,MOVIE,['documentation'],7.3,19.791
Business Proposal,SHOW,"['drama', 'romance', 'comedy']",8.1,183.465
Along for the Ride,MOVIE,"['drama', 'romance']",6.1,158.01
Worth,MOVIE,"['drama', 'history']",6.8,14.465
The Starling,MOVIE,"['comedy', 'drama', 'fantasy']",6.3,24.671
The Ice Road,MOVIE,"['action', 'thriller', 'drama']",5.6,35.718
Remarriage & Desires,SHOW,['drama'],7.2,56.948
Fate: The Winx Saga,SHOW,"['scifi', 'drama', 'fantasy', 'action']",6.8,97.114
Back to the Outback,MOVIE,"['animation', 'comedy', 'family']",6.5,155.021
Masters of the Universe: Revelation,SHOW,"['family', 'fantasy', 'scifi', 'action', 'drama', 'animation', 'comedy']",5.3,26.04
After We Fell,MOVIE,"['romance', 'drama']",4.6,341.558
Gabby's Dollhouse,SHOW,"['animation', 'comedy', 'family', 'fantasy']",7.0,15.275
Tomorrow,SHOW,"['drama', 'fantasy', 'action', 'comedy']",7.7,30.75
Jewel,MOVIE,['drama'],3.3,47.09
Heist,SHOW,"['crime', 'documentation']",6.8,5.935
Centauro,MOVIE,"['action', 'crime', 'thriller']",,492.606
Zone 414,MOVIE,"['scifi', 'thriller']",4.9,121.562
My Liberation Notes,SHOW,"['drama', 'family', 'romance']",8.4,16.528
Feria: The Darkest Light,SHOW,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",5.7,12.612
Surviving Summer,SHOW,"['drama', 'family']",6.3,10.719
The Wrath of God,MOVIE,"['thriller', 'drama']",5.7,445.767
The Principles of Pleasure,SHOW,['documentation'],5.7,4.446
The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,['documentation'],6.2,89.61
Yes Day,MOVIE,"['comedy', 'family']",5.7,32.951
Ante... Sundaraniki!,MOVIE,"['comedy', 'romance', 'family']",8.0,8.563
Night Stalker: The Hunt for a Serial Killer,SHOW,"['documentation', 'crime', 'thriller']",7.5,15.428
"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,['documentation'],6.9,6.605
How to Become a Tyrant,SHOW,"['documentation', 'war', 'history']",7.4,11.324
Cracow Monsters,SHOW,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",5.5,119.993
Bhool Bhulaiyaa 2,MOVIE,"['horror', 'comedy']",5.9,9.939
Worst Roommate Ever,SHOW,"['crime', 'documentation', 'drama', 'thriller']",8.1,4.457
Glamour Girls,MOVIE,['drama'],3.6,191.02
Gladbeck: The Hostage Crisis,MOVIE,"['documentation', 'crime']",7.5,37.903
Peter Rabbit 2: The Runaway,MOVIE,"['fantasy', 'action', 'family', 'comedy', 'animation', 'crime', 'drama']",6.2,130.318
Change Days,SHOW,['reality'],,13.24
Vampire in the Garden,SHOW,"['drama', 'scifi', 'action', 'animation', 'fantasy', 'thriller']",6.7,7.973
Joel Kim Booster: Psychosexual,MOVIE,"['comedy', 'documentation']",5.5,8.716
Ginny & Georgia,SHOW,"['drama', 'comedy']",7.4,71.27
Beast,MOVIE,"['thriller', 'action', 'comedy', 'crime']",5.2,15.358
The Last Letter From Your Lover,MOVIE,"['drama', 'romance']",6.6,26.67
Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,"['documentation', 'crime']",7.1,94.08
Catching Killers,SHOW,"['crime', 'documentation']",7.1,12.506
Chosen,SHOW,"['scifi', 'drama', 'thriller']",4.3,7.199
Final Account,MOVIE,['documentation'],7.1,3.38
Country Queen,SHOW,['drama'],,12.067
Things Heard & Seen,MOVIE,"['horror', 'drama', 'thriller']",5.3,14.718
Vivo,MOVIE,"['family', 'comedy', 'animation', 'drama']",6.7,101.83
Is It Cake?,SHOW,['reality'],5.7,3.846
The Girl from Oslo,SHOW,"['drama', 'thriller']",6.3,9.423
The Way of the Househusband,SHOW,"['animation', 'comedy', 'action', 'crime', 'drama', 'romance']",7.3,20.159
Twenty Five Twenty One,SHOW,"['drama', 'romance']",8.7,57.97
The Billion Dollar Code,SHOW,"['drama', 'crime', 'thriller']",8.0,11.997
My Little Pony: A New Generation,MOVIE,"['music', 'action', 'animation', 'family', 'fantasy', 'comedy', 'drama', 'scifi']",6.8,88.17
No Regrets In Life,SHOW,"['drama', 'romance']",,11.617
Fistful of Vengeance,MOVIE,"['fantasy', 'action', 'crime', 'drama']",4.4,211.567
Restless,MOVIE,"['thriller', 'action', 'crime']",5.8,217.363
Glória,SHOW,"['drama', 'history', 'thriller']",7.9,5.98
Blood Red Sky,MOVIE,"['thriller', 'action', 'fantasy', 'horror']",6.1,57.545
The One,SHOW,"['drama', 'scifi', 'thriller', 'crime', 'action']",6.6,13.554
Fear Street: 1666,MOVIE,"['thriller', 'horror']",,89.695
The Witcher: Nightmare of the Wolf,MOVIE,"['action', 'drama', 'fantasy', 'scifi', 'animation']",7.2,16.901
Gangubai Kathiawadi,MOVIE,"['crime', 'drama']",7.0,15.015
Godse,MOVIE,"['action', 'thriller']",8.2,10.447
Hard Cell,SHOW,"['comedy', 'documentation', 'sport']",6.2,2.936
Malcolm & Marie,MOVIE,"['romance', 'drama']",6.6,22.675
Brazen,MOVIE,"['thriller', 'romance', 'crime', 'drama']",4.1,182.054
Gone for Good,SHOW,"['drama', 'thriller', 'crime']",6.3,4.375
This Is a Robbery: The World's Biggest Art Heist,SHOW,"['crime', 'documentation', 'history']",6.5,5.515
Space Sweepers,MOVIE,"['scifi', 'drama', 'fantasy', 'action']",6.5,65.593
The Lovebirds,MOVIE,"['romance', 'comedy', 'action', 'thriller', 'crime']",6.0,9.076
Crime Scene: The Vanishing at the Cecil Hotel,SHOW,"['documentation', 'crime', 'thriller']",5.9,18.971
Trust No One: The Hunt for the Crypto King,MOVIE,"['documentation', 'crime']",6.3,24.834
Record of Ragnarok,SHOW,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'thriller']",6.2,168.41
Borrego,MOVIE,"['crime', 'thriller']",5.7,222.814
Jimmy Savile: A British Horror Story,SHOW,"['documentation', 'crime']",6.7,3.341
Intrusion,MOVIE,"['thriller', 'drama']",5.2,113.423
Count Me In,MOVIE,"['documentation', 'music']",6.8,4.044
Nightbooks,MOVIE,"['family', 'fantasy', 'horror']",5.7,80.549
Through My Window,MOVIE,"['drama', 'romance', 'comedy']",5.4,236.503
Cocaine Cowboys: The Kings of Miami,SHOW,"['documentation', 'crime', 'history']",7.1,4.242
My Wonderful Life,MOVIE,"['romance', 'comedy', 'drama']",5.8,4.228
Taylor Tomlinson: Look at You,MOVIE,"['comedy', 'documentation']",7.3,5.174
The Marked Heart,SHOW,"['thriller', 'drama']",6.4,273.963
New Heights,SHOW,['drama'],6.7,8.664
Life After Death with Tyler Henry,SHOW,['reality'],5.9,2.222
That’s My Time with David Letterman,SHOW,['comedy'],6.7,1.868
Pretend It's a City,SHOW,"['comedy', 'documentation']",8.1,3.576
The Takedown,MOVIE,"['action', 'comedy', 'crime', 'drama']",5.7,312.312
Q-Force,SHOW,"['animation', 'action', 'comedy', 'crime', 'fantasy', 'scifi']",6.3,10.637
The Summit of the Gods,MOVIE,"['animation', 'thriller', 'drama', 'sport', 'history']",7.5,8.906
Love Hard,MOVIE,"['romance', 'comedy']",6.3,24.112
Pete Davidson Presents: The Best Friends,MOVIE,"['comedy', 'documentation']",4.7,3.503
That Girl Lay Lay,SHOW,['comedy'],3.6,5.946
The Pirates: The Last Royal Treasure,MOVIE,"['action', 'comedy', 'history']",6.0,94.042
Blue Period,SHOW,"['animation', 'drama']",7.7,8.106
Kotaro Lives Alone,SHOW,"['animation', 'drama', 'comedy']",8.4,13.897
The Sound of Magic,SHOW,"['scifi', 'drama', 'fantasy', 'music']",7.7,117.687
Beckett,MOVIE,"['crime', 'thriller', 'action', 'drama']",5.6,86.212
Jim Gaffigan: Comedy Monster,MOVIE,['comedy'],6.8,3.435
The Block Island Sound,MOVIE,"['scifi', 'horror', 'thriller']",5.3,8.983
Baki Hanma,SHOW,"['animation', 'action', 'drama', 'sport', 'thriller']",6.6,211.093
Night Teeth,MOVIE,"['crime', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']",5.6,68.073
Super Crooks,SHOW,"['action', 'crime', 'fantasy', 'scifi', 'drama', 'animation']",7.1,6.317
David A. Arnold: It Ain't for the Weak,MOVIE,['comedy'],,15.669
Our Beloved Summer,SHOW,"['comedy', 'drama']",,17.209
Cosmic Sin,MOVIE,"['action', 'scifi']",2.5,98.432
Cyber Hell: Exposing an Internet Horror,MOVIE,"['documentation', 'crime']",6.5,186.89
"Mom, Don't Do That!",SHOW,"['comedy', 'drama', 'romance']",6.5,116.074
America: The Motion Picture,MOVIE,"['action', 'animation', 'war', 'comedy', 'fantasy', 'history', 'scifi']",5.6,68.439
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,['documentation'],7.3,1.706
SAS: Red Notice,MOVIE,"['thriller', 'action', 'drama']",5.2,89.579
Vincenzo,SHOW,"['action', 'drama', 'comedy', 'crime', 'romance']",8.4,50.764
Tyler Perry's A Madea Homecoming,MOVIE,"['comedy', 'drama', 'romance']",5.6,68.483
The God Committee,MOVIE,"['drama', 'thriller']",5.8,13.632
Thunder Force,MOVIE,"['scifi', 'comedy', 'fantasy', 'action']",4.4,47.631
Sophie: A Murder in West Cork,SHOW,"['documentation', 'crime', 'thriller', 'history']",6.8,6.016
Dangerous Liaisons,MOVIE,"['romance', 'drama']",3.9,81.133
He-Man and the Masters of the Universe,SHOW,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",5.8,22.627
Awake,MOVIE,"['drama', 'scifi', 'thriller', 'action']",4.9,89.154
Amy Schumer Presents: Parental Advisory,MOVIE,"['comedy', 'documentation']",3.8,3.269
The Ultimatum: Marry or Move On,SHOW,['reality'],5.4,2.696
Katla,SHOW,"['drama', 'thriller', 'scifi']",7.0,52.807
The Last Bus,SHOW,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",5.0,3.658
7 Prisoners,MOVIE,"['drama', 'crime']",7.1,95.706
Tear Along the Dotted Line,SHOW,"['drama', 'comedy', 'animation']",8.7,24.559
He's All That,MOVIE,"['comedy', 'romance']",4.3,79.838
Pretty Guardians Sailor Moon Eternal The Movie,SHOW,['action'],,19.654
Robin Robin,MOVIE,"['animation', 'action', 'family', 'music', 'comedy']",7.2,46.42
Prayers for the Stolen,MOVIE,['drama'],7.3,16.208
Aziz Ansari: Nightclub Comedian,MOVIE,['comedy'],7.0,3.061
Kuttavum Shikshayum,MOVIE,"['crime', 'drama', 'thriller', 'action']",6.2,3.096
Jump Like a Witch,SHOW,['reality'],,1.62
Trese,SHOW,"['horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation']",7.0,20.878
WWII in Color: Road to Victory,SHOW,"['documentation', 'war', 'history']",8.2,8.514
The House,MOVIE,"['thriller', 'animation', 'comedy', 'drama', 'horror', 'fantasy']",6.9,8.347
The Royal Treatment,MOVIE,"['romance', 'comedy', 'family']",5.2,83.831
Schumacher,MOVIE,"['sport', 'documentation']",7.4,14.35
There's Someone Inside Your House,MOVIE,"['horror', 'thriller']",4.8,79.807
Animal,SHOW,['documentation'],7.9,4.822
Stowaway,MOVIE,"['thriller', 'action', 'scifi', 'drama']",5.6,23.376
Hometown Cha-Cha-Cha,SHOW,"['comedy', 'romance', 'drama']",8.4,40.151
Ali Wong: Don Wong,MOVIE,['comedy'],6.5,6.125
Jimmy Carr: His Dark Material,MOVIE,['comedy'],7.1,4.254
History of Swear Words,SHOW,"['documentation', 'comedy']",6.4,5.6
Ganglands,SHOW,"['action', 'crime', 'drama', 'thriller']",7.0,39.002
Paul Virzi: Nocturnal Admissions,MOVIE,['comedy'],7.1,4.526
Sweet Girl,MOVIE,"['action', 'drama', 'thriller']",5.5,106.627
DOTA: Dragon's Blood,SHOW,"['scifi', 'action', 'animation', 'fantasy', 'thriller']",7.8,29.69
Minnal Murali,MOVIE,"['comedy', 'action', 'drama', 'fantasy', 'scifi']",8.1,68.032
Falling Into Your Smile,SHOW,"['drama', 'comedy', 'romance']",8.4,39.102
The Cook of Castamar,SHOW,['drama'],7.4,11.161
High-Rise Invasion,SHOW,"['thriller', 'action', 'animation', 'horror', 'scifi']",6.6,37.817
Seaspiracy,MOVIE,['documentation'],8.1,7.09
Viraata Parvam,MOVIE,"['romance', 'action', 'drama']",8.0,4.78
Making Fun,SHOW,['reality'],7.1,5.137
Collision,MOVIE,"['drama', 'crime', 'thriller']",3.9,1194.149
Operation Romeo,MOVIE,"['drama', 'thriller']",6.2,3.913
Angry Birds: Summer Madness,SHOW,"['action', 'comedy', 'family', 'fantasy', 'animation']",5.8,17.106
Pray Away,MOVIE,['documentation'],6.5,10.176
Moxie,MOVIE,"['music', 'comedy', 'drama']",6.7,20.59
School of Chocolate,SHOW,['reality'],7.6,2.468
Wish Dragon,MOVIE,"['fantasy', 'animation', 'family', 'comedy', 'romance']",7.2,135.036
Silverton Siege,MOVIE,"['action', 'crime', 'drama', 'thriller']",6.2,230.111
