title,type,genres,imdb_score,tmdb_popularity
End Game,MOVIE,['documentation'],,5.866
Bad Seeds,MOVIE,"['comedy', 'european']",7.3,7.032
Smoking,SHOW,"['crime', 'drama', 'comedy']",7.4,2.955
Shéhérazade,MOVIE,"['thriller', 'drama', 'romance', 'european']",7.0,6.539
The Mansion,MOVIE,"['comedy', 'horror', 'european']",4.6,10.321
Yucatán,MOVIE,"['comedy', 'romance', 'european']",5.5,7.401
Mike Birbiglia: Thank God for Jokes,MOVIE,['comedy'],7.5,3.804
Us and Them,MOVIE,"['drama', 'romance']",7.3,7.651
Pad Man,MOVIE,"['drama', 'comedy']",7.9,5.173
On My Skin,MOVIE,"['drama', 'european']",7.3,10.341
Sun Dogs,MOVIE,"['comedy', 'drama', 'fantasy']",6.2,8.516
Derren Brown: Miracle,MOVIE,['documentation'],6.5,3.916
Manto,MOVIE,"['drama', 'history']",7.3,2.915
Little Boxes,MOVIE,"['drama', 'comedy']",5.9,4.223
Move,SHOW,['documentation'],7.4,2.664
Raising the Bar,MOVIE,"['family', 'drama', 'documentation', 'sport']",5.5,7.148
Hymn of Death,SHOW,"['drama', 'history', 'music', 'romance']",7.6,12.956
Bomb Scared,MOVIE,"['comedy', 'european']",5.6,5.399
Terrace House: Opening New Doors,SHOW,"['reality', 'drama']",7.8,6.828
Undercover Law,SHOW,"['drama', 'action']",7.2,2.132
Baazaar,MOVIE,"['crime', 'drama', 'thriller']",6.5,2.491
Ittefaq,MOVIE,"['crime', 'thriller']",7.2,6.265
Myths & Monsters,SHOW,"['documentation', 'fantasy', 'european']",7.7,1.804
Giant,MOVIE,"['drama', 'history', 'european']",6.6,12.248
Chris Rock: Tamborine,MOVIE,"['comedy', 'documentation']",6.6,7.743
72 Dangerous Animals: Latin America,SHOW,['documentation'],6.6,8.653
Take Me,MOVIE,"['comedy', 'crime', 'thriller']",6.1,8.222
Ee Nagaraniki Emaindi,MOVIE,"['drama', 'comedy']",7.9,2.062
Patton Oswalt: Annihilation,MOVIE,"['comedy', 'documentation']",7.2,4.314
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,"['fantasy', 'animation', 'action', 'comedy', 'scifi']",5.6,10.798
Rory Scovel Tries Stand-Up for the First Time,MOVIE,"['comedy', 'documentation']",6.7,1.571
Revenger,MOVIE,"['action', 'crime', 'thriller']",5.7,18.767
The Crossing,MOVIE,['documentation'],7.5,0.6
Coin Heist,MOVIE,"['family', 'crime', 'drama', 'romance', 'thriller']",4.7,9.366
RIDE ON TIME,SHOW,[],,1.328
Bitter Daisies,SHOW,"['drama', 'thriller']",7.2,11.931
LEGO Friends: Girls on a Mission,SHOW,['animation'],6.2,13.282
Joy,MOVIE,"['drama', 'european']",6.6,2.421
Hakkunde,MOVIE,"['drama', 'comedy']",6.4,1.742
Jagga Jasoos,MOVIE,"['comedy', 'thriller', 'romance', 'action']",6.3,6.005
The Joel McHale Show with Joel McHale,SHOW,['comedy'],7.1,6.858
Getaway Plan,MOVIE,"['action', 'thriller', 'crime', 'drama', 'european']",5.6,9.103
The Velvet Collection,SHOW,"['comedy', 'drama', 'romance', 'european']",7.2,19.328
The Drug King,MOVIE,"['crime', 'action', 'drama']",6.2,15.052
Jab Harry Met Sejal,MOVIE,"['drama', 'romance', 'comedy']",5.0,8.529
Katt Williams: Great America,MOVIE,['comedy'],6.2,3.016
Derren Brown: Sacrifice,MOVIE,"['documentation', 'reality']",7.1,5.197
Kibaoh Klashers,SHOW,['scifi'],6.4,4.313
Struggle: The Life and Lost Art of Szukalski,MOVIE,"['documentation', 'european']",7.9,4.796
Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,['documentation'],7.3,4.259
The Fortress,MOVIE,"['drama', 'action', 'history', 'war', 'thriller']",6.8,10.294
Qarib Qarib Singlle,MOVIE,"['comedy', 'drama', 'romance']",7.1,3.291
Last Hope,SHOW,"['drama', 'animation', 'action', 'scifi']",5.8,8.604
My Secret Romance,SHOW,"['comedy', 'romance']",7.1,25.999
Disconnect,MOVIE,"['romance', 'comedy', 'scifi']",5.3,0.651
Feminists: What Were They Thinking?,MOVIE,['documentation'],6.9,7.764
Duck Duck Goose,MOVIE,"['comedy', 'animation', 'family', 'action']",5.7,12.075
A Christmas Prince,MOVIE,"['romance', 'comedy', 'family']",5.7,10.442
Azali,MOVIE,['drama'],5.7,1.584
Ainori Love Wagon: Asian Journey,SHOW,['reality'],6.8,5.356
All About the Washingtons,SHOW,"['comedy', 'music']",4.5,2.02
All Hail King Julien: Exiled,SHOW,"['animation', 'comedy', 'family', 'fantasy']",7.4,6.841
The Who Was? Show,SHOW,"['family', 'comedy']",6.5,1.674
Switched,SHOW,"['drama', 'scifi']",7.1,9.01
Aiyaary,MOVIE,"['thriller', 'action', 'drama']",5.2,5.373
Kantaro: The Sweet Tooth Salaryman,SHOW,"['comedy', 'drama']",7.6,1.526
Legend Quest,SHOW,"['comedy', 'fantasy', 'animation']",7.2,5.669
Ask the Doctor,SHOW,['documentation'],6.5,1.907
SPF-18,MOVIE,"['romance', 'drama', 'sport']",3.2,8.86
Kulipari: Dream Walker,SHOW,"['animation', 'action', 'fantasy']",7.6,3.908
Hari Kondabolu: Warn Your Relatives,MOVIE,['comedy'],6.5,1.466
Seeing Allred,MOVIE,['documentation'],7.2,5.877
Resurface,MOVIE,"['documentation', 'sport', 'war']",7.1,2.459
Heroin(e),MOVIE,['crime'],,11.015
Empire Games,SHOW,"['documentation', 'history']",5.8,0.6
The Tribe,MOVIE,"['comedy', 'family', 'european']",5.8,9.216
The Plagues of Breslau,MOVIE,"['thriller', 'action', 'crime', 'european']",5.9,10.792
Sudani from Nigeria,MOVIE,"['comedy', 'drama', 'sport']",8.2,2.372
Pope Francis: A Man of His Word,MOVIE,"['documentation', 'european']",6.4,8.256
Candy Jar,MOVIE,['comedy'],5.8,11.51
Neal Brennan: 3 Mics,MOVIE,"['comedy', 'documentation']",7.9,3.283
FIGHTWORLD,SHOW,['documentation'],7.5,3.396
"To Each, Her Own",MOVIE,"['comedy', 'drama', 'european']",5.4,7.382
Kuroko's Basketball the Movie: Last Game,MOVIE,"['animation', 'drama', 'sport']",7.7,64.682
Rock my Heart,MOVIE,"['drama', 'family', 'action', 'european']",6.5,7.023
Mersal,MOVIE,"['thriller', 'action']",7.5,8.293
Jerry Before Seinfeld,MOVIE,"['comedy', 'documentation']",7.0,6.965
The Last Shaman,MOVIE,"['documentation', 'drama', 'family', 'european']",6.6,3.335
All Good,MOVIE,"['drama', 'comedy', 'european']",6.5,1.772
Bareilly Ki Barfi,MOVIE,"['romance', 'comedy']",7.5,7.874
First Team: Juventus,SHOW,"['scifi', 'reality', 'sport', 'documentation']",7.3,1.704
Expedition Happiness,MOVIE,"['documentation', 'european']",5.9,7.586
Dany Boon: Des Hauts-De-France,MOVIE,"['comedy', 'european']",6.2,2.024
Baadshaho,MOVIE,"['action', 'thriller']",4.9,4.073
Edha,SHOW,['drama'],4.9,9.754
Rapture,SHOW,"['documentation', 'scifi', 'thriller', 'horror', 'music']",5.4,2.391
C/o Kancharapalem,MOVIE,['drama'],8.9,2.145
Black Crows,SHOW,"['drama', 'war', 'thriller']",5.3,4.802
Super Drags,SHOW,"['animation', 'comedy', 'fantasy']",5.4,2.315
Battlefish,SHOW,"['documentation', 'reality']",7.1,2.638
Jack Whitehall: At Large,MOVIE,['comedy'],6.8,4.192
The Rachel Divide,MOVIE,['documentation'],6.3,3.726
Trevor Noah: Afraid of the Dark,MOVIE,['comedy'],7.2,4.794
The Tree of Blood,MOVIE,"['drama', 'european']",6.3,8.739
Nothing to Lose,MOVIE,['drama'],2.3,45.267
SWORDGAI The Animation,SHOW,"['action', 'animation', 'scifi', 'fantasy', 'horror']",5.8,21.229
Larva Island,SHOW,"['animation', 'comedy']",6.5,15.128
Accidentally In Love,SHOW,"['family', 'drama', 'comedy', 'music', 'romance']",7.4,29.906
Spivak,MOVIE,['comedy'],5.6,2.897
"Love, Surreal and Odd",MOVIE,"['comedy', 'romance']",5.6,2.354
Jefe,MOVIE,"['comedy', 'european']",5.4,5.169
Million Pound Menu,SHOW,['reality'],6.6,4.744
Christmas in the Heartland,MOVIE,['family'],5.8,5.296
Sir,MOVIE,"['drama', 'romance', 'european']",7.7,5.83
The Break with Michelle Wolf,SHOW,['comedy'],5.1,2.61
Jim Gaffigan: Cinco,MOVIE,['comedy'],7.1,4.413
Half Girlfriend,MOVIE,"['drama', 'romance']",4.5,9.16
Daughters of Destiny,SHOW,['documentation'],8.6,2.962
Ex-Shaman,MOVIE,['documentation'],7.1,1.688
The American Meme,MOVIE,['documentation'],6.7,4.687
Amazing Interiors,SHOW,['documentation'],6.6,3.207
The Comedy Lineup,SHOW,"['comedy', 'action']",5.9,0.84
The Art of Loving: Story of Michalina Wislocka,MOVIE,"['comedy', 'romance', 'drama', 'european']",7.1,6.458
Paul Hollywood's Big Continental Road Trip,SHOW,"['documentation', 'european']",7.4,2.926
Titipo Titipo,SHOW,['animation'],6.8,1.862
Dovlatov,MOVIE,['drama'],6.4,3.554
Borges,SHOW,['comedy'],6.2,1.415
Stretch Armstrong & the Flex Fighters,SHOW,"['animation', 'action', 'comedy', 'scifi']",6.1,4.919
El testigo,MOVIE,['documentation'],8.1,
1983,SHOW,"['drama', 'thriller', 'crime']",6.7,9.601
Weed the People,MOVIE,['documentation'],7.3,2.786
Maktub,MOVIE,"['drama', 'comedy']",7.3,3.088
Love per Square Foot,MOVIE,"['comedy', 'romance']",7.2,6.028
Wrong Kind of Black,SHOW,"['drama', 'comedy']",7.6,0.673
Harvey Street Kids,SHOW,"['family', 'action', 'animation', 'comedy']",6.7,9.06
Stay Here,SHOW,"['reality', 'documentation']",7.4,2.49
Perdida,MOVIE,"['crime', 'drama', 'thriller']",5.6,18.855
Serial Killer with Piers Morgan,SHOW,"['documentation', 'crime']",3.9,0.884
The Girl from the Song,MOVIE,"['romance', 'drama', 'music', 'european']",5.6,8.448
Going for Gold,MOVIE,"['drama', 'family', 'sport']",4.7,7.581
Mubarakan,MOVIE,"['drama', 'comedy', 'romance']",5.6,3.731
Dragon Pilot: Hisone and Masotan,SHOW,"['animation', 'scifi', 'drama', 'fantasy']",6.9,7.435
Blazing Transfer Students,SHOW,"['action', 'comedy']",6.9,1.481
Argon,SHOW,['drama'],7.3,4.679
Qismat,MOVIE,"['drama', 'romance', 'comedy']",8.1,1.66
Fire Chasers,SHOW,['documentation'],6.5,1.715
Sara's Notebook,MOVIE,"['thriller', 'drama', 'european']",5.9,9.543
Ali Wong: Hard Knock Wife,MOVIE,['comedy'],7.3,6.979
Tom Segura: Disgraceful,MOVIE,"['comedy', 'documentation']",7.5,4.896
Limitless,MOVIE,['documentation'],,1.546
AMO,SHOW,"['crime', 'drama']",6.4,3.804
Unrequited Love,SHOW,['drama'],6.7,2.723
Paskal,MOVIE,"['action', 'war', 'drama']",6.8,21.554
The Grown-Ups,MOVIE,['documentation'],7.7,1.904
Been So Long,MOVIE,"['music', 'romance', 'drama']",5.4,5.732
Soorma,MOVIE,"['drama', 'sport']",7.3,2.446
Angela's Christmas,MOVIE,"['family', 'animation']",,9.429
The Mars Generation,MOVIE,['documentation'],6.5,3.6
Kalushi : The Story of Solomon Mahlangu,MOVIE,"['thriller', 'drama']",6.5,1.597
The Maus,MOVIE,"['fantasy', 'horror', 'drama', 'european']",4.7,5.954
Family Blood,MOVIE,"['thriller', 'horror', 'drama']",4.2,8.168
Pihu,MOVIE,"['thriller', 'drama', 'family']",6.7,6.676
Superlopez,MOVIE,"['comedy', 'scifi', 'action', 'european']",5.4,10.953
Judd Apatow: The Return,MOVIE,['comedy'],6.2,5.846
Armed to the Teeth,MOVIE,"['documentation', 'crime', 'thriller']",7.9,4.821
Sarah Silverman: A Speck of Dust,MOVIE,"['comedy', 'documentation']",6.9,5.289
Pa Paandi,MOVIE,"['comedy', 'action', 'romance', 'drama', 'family']",7.4,2.999
Nobody Speak: Trials of the Free Press,MOVIE,"['documentation', 'european']",6.4,5.286
Aapla Manus,MOVIE,"['drama', 'thriller']",7.0,1.654
Dismissal,MOVIE,['comedy'],5.0,5.316
Christmas Catch,MOVIE,"['romance', 'comedy', 'crime']",5.3,2.463
F.R.E.D.I.,MOVIE,"['scifi', 'family']",4.9,4.275
Love Beats Rhymes,MOVIE,"['music', 'drama']",5.3,6.917
Robozuna,SHOW,['animation'],6.7,3.034
Naam Shabana,MOVIE,"['thriller', 'action', 'drama']",6.2,6.256
Brian Regan: Nunchucks and Flamethrowers,MOVIE,"['comedy', 'documentation']",6.3,1.985
#realityhigh,MOVIE,"['comedy', 'drama', 'romance']",5.1,10.701
We Speak Dance,SHOW,['documentation'],7.4,0.992
DeRay Davis: How to Act Black,MOVIE,['comedy'],6.1,2.337
Def Comedy Jam 25,MOVIE,"['comedy', 'documentation']",6.6,3.539
The Gift,MOVIE,['drama'],8.0,1.03
Take My Brother Away,SHOW,"['family', 'comedy', 'drama']",6.7,2.593
Paranormal Investigation,MOVIE,"['thriller', 'horror']",3.7,5.104
LEGO Elves: Secrets of Elvendale,SHOW,"['scifi', 'animation', 'fantasy']",6.8,5.23
Motown Magic,SHOW,"['animation', 'comedy', 'family', 'fantasy', 'music']",7.9,1.372
The Suit,MOVIE,"['comedy', 'action', 'drama']",5.3,1.837
Dave Chappelle: Equanimity & The Bird Revelation,SHOW,['comedy'],,0.669
Amy Schumer: The Leather Special,MOVIE,['comedy'],3.1,5.336
Samantha!,SHOW,['comedy'],6.5,3.396
Bon Cop Bad Cop 2,MOVIE,"['crime', 'comedy', 'action']",6.6,8.058
A Very Country Christmas,MOVIE,"['drama', 'romance', 'family', 'comedy']",6.0,5.576
Paprika,SHOW,"['family', 'animation']",7.9,0.733
Close Enemies,MOVIE,"['thriller', 'drama', 'european']",6.4,7.993
A Fortunate Man,MOVIE,"['drama', 'romance', 'european']",7.2,10.194
Pup Star: Better 2Gether,MOVIE,['family'],4.3,3.805
The 3rd Eye,MOVIE,"['horror', 'thriller', 'animation', 'drama', 'fantasy', 'european']",5.1,8.045
Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,"['documentation', 'music']",7.5,4.214
Age of Rebellion,SHOW,"['crime', 'drama', 'romance']",8.6,3.151
Unbridled,MOVIE,"['thriller', 'european']",5.0,11.503
Sabrina,MOVIE,"['horror', 'thriller']",4.1,19.396
Maz Jobrani: Immigrant,MOVIE,"['comedy', 'documentation']",6.7,1.551
48 Christmas Wishes,MOVIE,"['family', 'comedy', 'fantasy']",3.9,8.282
Falling in Love Like a Romantic Drama,SHOW,['reality'],,3.178
Nailed It! Holiday!,SHOW,['reality'],7.7,3.101
How to Get Over a Breakup,MOVIE,['comedy'],6.1,8.877
Pachamama,MOVIE,"['fantasy', 'family', 'animation', 'european']",6.8,5.619
Katherine Ryan: In Trouble,MOVIE,['comedy'],7.0,3.886
#ABtalks,SHOW,[],9.6,
Part-Time Idol,SHOW,"['drama', 'family', 'music', 'comedy']",6.7,3.867
Standup and Away! with Brian Regan,SHOW,['comedy'],5.7,1.208
Ascharya Fuck It,MOVIE,"['thriller', 'drama', 'romance']",5.1,3.2
Super Monsters,SHOW,"['animation', 'comedy', 'family', 'horror']",6.2,8.924
Dear Son,MOVIE,['drama'],6.5,1.762
Sofía Niño de Rivera: Natural Selection,MOVIE,['comedy'],6.9,1.151
Nappily Ever After,MOVIE,"['comedy', 'romance', 'drama']",6.4,11.48
Judwaa 2,MOVIE,"['action', 'comedy', 'romance']",3.6,5.689
Christina P: Mother Inferior,MOVIE,['comedy'],6.4,1.906
Ari Shaffir: Double Negative,SHOW,['comedy'],,1.739
Forgive Us Our Debts,MOVIE,"['drama', 'european']",6.2,5.855
Milada,MOVIE,"['drama', 'history', 'european']",6.3,8.556
Lost Song,SHOW,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'music', 'romance']",7.0,4.07
Check The Store Next Door,SHOW,"['comedy', 'drama']",7.7,2.671
First and Last,SHOW,['documentation'],6.7,4.425
Buddy Thunderstruck,SHOW,"['comedy', 'family', 'sport', 'animation', 'action']",7.7,3.267
Oh My Ghost,SHOW,['drama'],,2.139
Right Here Right Now,MOVIE,"['drama', 'comedy', 'music', 'european']",5.4,2.13
Monkart,SHOW,[],,0.682
The Many Faces of Ito,SHOW,"['drama', 'thriller', 'romance', 'comedy']",6.7,4.347
ID-0,SHOW,"['scifi', 'drama', 'animation', 'action']",6.1,3.167
Mustang Island,MOVIE,"['comedy', 'drama']",6.2,2.194
Cycle,MOVIE,"['comedy', 'drama', 'animation']",8.1,1.363
Westside,SHOW,['reality'],6.1,0.6
Paradox,MOVIE,"['western', 'fantasy', 'music']",3.9,5.157
Sparring,MOVIE,"['drama', 'action', 'sport', 'european']",6.4,4.202
The Chase,MOVIE,"['thriller', 'crime', 'drama']",6.6,8.707
Age of Tanks,SHOW,"['documentation', 'history']",7.3,2.108
Invisible,MOVIE,['drama'],6.0,11.565
Regiment Diaries,SHOW,['documentation'],8.6,1.111
Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,"['comedy', 'documentation']",6.7,2.545
Party Monster: Scratching the Surface,MOVIE,['comedy'],,1.35
Goyo: The Boy General,MOVIE,"['action', 'war', 'history']",6.7,3.961
5 Star Christmas,MOVIE,"['comedy', 'european']",4.5,8.805
Ani... Dr. Kashinath Ghanekar,MOVIE,['drama'],8.4,1.398
Suzzanna: Buried Alive,MOVIE,"['drama', 'comedy', 'horror', 'thriller']",5.5,6.96
Stree,MOVIE,"['horror', 'comedy']",7.5,6.009
A Champion Heart,MOVIE,['family'],5.9,3.756
Burning Sands,MOVIE,"['drama', 'thriller', 'action']",6.0,9.374
Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,"['comedy', 'documentation']",7.8,2.281
Take the 10,MOVIE,['comedy'],4.7,8.599
Aurora,MOVIE,"['horror', 'thriller']",4.3,2.304
The Bros,MOVIE,"['comedy', 'fantasy']",6.1,4.403
Jim Norton: Mouthful of Shame,MOVIE,['comedy'],7.0,2.513
Merku Thodarchi Malai,MOVIE,['drama'],8.6,2.158
Clair Obscur,MOVIE,"['drama', 'european']",6.5,2.392
Ponysitters Club,SHOW,['family'],5.6,1.96
Blanche Gardin: I Talk to Myself,MOVIE,"['comedy', 'european']",7.9,4.527
Being Napoleon,MOVIE,['documentation'],5.5,2.028
The Milk System,MOVIE,"['documentation', 'european']",7.0,1.613
The Price of Success,MOVIE,"['drama', 'comedy', 'european']",5.7,4.427
Kuntilanak,MOVIE,"['horror', 'comedy', 'family']",4.6,5.319
Dhh,MOVIE,"['drama', 'family']",7.8,1.533
REA(L)OVE,SHOW,['reality'],6.5,1.091
Malena Pichot: Estupidez compleja,MOVIE,['comedy'],5.7,2.657
The Girl Allergic to Wi-Fi,MOVIE,"['comedy', 'romance']",6.2,3.016
Mauli,MOVIE,"['action', 'drama']",5.5,1.025
On Children,SHOW,"['drama', 'family', 'scifi']",7.2,2.087
Samouni Road,MOVIE,"['animation', 'documentation', 'european']",6.7,1.4
Chief Daddy,MOVIE,"['drama', 'comedy']",4.7,2.724
CIA: Comrade In America,MOVIE,"['action', 'romance', 'drama']",6.4,2.548
The Sound of Your Heart: Reboot,SHOW,['comedy'],5.9,3.961
Bayonet,MOVIE,['drama'],5.7,3.733
In the Family,MOVIE,['comedy'],7.7,6.241
Bert Kreischer: Secret Time,MOVIE,"['comedy', 'documentation']",7.3,2.786
Gad Gone Wild,MOVIE,"['comedy', 'european']",6.9,5.985
Counterpunch,MOVIE,"['documentation', 'sport']",6.7,11.366
El Potro: lo mejor del amor,MOVIE,"['drama', 'music']",5.2,3.6
Rajma Chawal,MOVIE,"['drama', 'comedy', 'family']",5.7,3.305
Cupcake & Dino - General Services,SHOW,"['animation', 'comedy', 'action', 'family']",7.5,4.925
Russell Howard: Recalibrate,MOVIE,['comedy'],7.4,3.065
Deranged,MOVIE,['thriller'],3.2,0.936
Marlon Wayans: Woke-ish,MOVIE,"['comedy', 'documentation']",6.5,5.519
Monster Island,MOVIE,"['comedy', 'animation', 'action', 'family', 'fantasy']",4.7,9.182
Best.Worst.Weekend.Ever.,SHOW,"['comedy', 'family']",6.3,3.665
Liberated: The New Sexual Revolution,MOVIE,['documentation'],6.0,4.198
Your Son,MOVIE,"['drama', 'crime', 'thriller', 'action', 'european']",6.1,10.487
Kingdom of Us,MOVIE,"['documentation', 'drama']",6.9,2.832
Prince of Peoria,SHOW,"['comedy', 'family']",5.7,9.166
Njan Prakashan,MOVIE,"['comedy', 'drama']",7.6,2.145
Target,MOVIE,"['horror', 'comedy', 'thriller']",4.0,1.938
Maria Bamford: Old Baby,MOVIE,"['comedy', 'documentation']",6.1,2.146
Gad Elmaleh: American Dream,MOVIE,['comedy'],7.2,5.923
Rodney King,MOVIE,"['drama', 'crime', 'documentation', 'comedy', 'history']",5.8,3.055
Made in Mexico,SHOW,['reality'],3.9,3.541
Alter Ego,MOVIE,['drama'],5.7,0.6
Te Ata,MOVIE,"['drama', 'history']",7.4,4.665
The Last Hour,MOVIE,"['crime', 'drama', 'history', 'thriller']",6.3,3.163
Loudon Wainwright III: Surviving Twin,MOVIE,"['music', 'documentation']",7.1,1.294
"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,"['comedy', 'music', 'romance']",6.8,4.616
A Sort of Family,MOVIE,"['thriller', 'crime', 'drama', 'european']",6.3,3.64
In Line,MOVIE,['drama'],6.1,0.925
All the Reasons to Forget,MOVIE,"['romance', 'comedy', 'drama']",6.2,3.5
Buddy Thunderstruck: The Maybe Pile,MOVIE,['comedy'],,1.926
Laerte-se,MOVIE,['documentation'],7.0,3.27
Chicken Soup for the Soul's Being Dad,SHOW,['reality'],,
Awe!,MOVIE,"['romance', 'drama', 'fantasy', 'horror', 'scifi', 'thriller']",7.7,1.739
Notes from Dunblane: Lessons from a School Shooting,MOVIE,['documentation'],,3.23
ReMastered: Who Shot the Sheriff,MOVIE,"['documentation', 'crime', 'history', 'music']",6.9,2.782
Period. End of Sentence.,MOVIE,['documentation'],,6.812
Good Game: The Beginning,MOVIE,"['comedy', 'drama', 'sport']",4.4,2.629
Tattoo of Revenge,MOVIE,"['comedy', 'romance', 'thriller']",4.9,2.844
Love Jacked,MOVIE,"['comedy', 'romance']",5.8,6.833
Animas,MOVIE,"['thriller', 'horror', 'animation', 'drama', 'european']",,9.733
The Bridge,MOVIE,"['drama', 'romance']",5.6,0.6
The Last Runaway,MOVIE,"['crime', 'drama', 'action']",5.9,19.794
Turkish Dance School,MOVIE,"['comedy', 'drama']",5.6,4.629
Bigger Than Africa,MOVIE,['documentation'],7.0,1.156
Lionheart,MOVIE,"['drama', 'comedy']",5.6,2.971
Russell Brand: Re:Birth,MOVIE,['comedy'],6.5,1.242
El club de los buenos infieles,MOVIE,"['comedy', 'european']",5.5,3.669
Jeff Dunham: Relative Disaster,MOVIE,['comedy'],6.4,3.065
The Most Assassinated Woman in the World,MOVIE,"['thriller', 'drama', 'european']",5.3,4.162
Semesta,MOVIE,['documentation'],7.3,1.759
Stars in the Sky: A Hunting Story,MOVIE,['documentation'],7.2,1.837
Cook Off,MOVIE,"['romance', 'comedy']",6.0,1.537
Kevin James: Never Don't Give Up,MOVIE,['comedy'],6.2,3.783
Heaven Without People,MOVIE,['drama'],7.6,1.401
My Birthday Song,MOVIE,['thriller'],5.6,0.712
Taramani,MOVIE,"['drama', 'romance']",7.5,2.616
Love.com,MOVIE,"['romance', 'comedy']",5.8,5.452
Born Racer,MOVIE,"['action', 'drama', 'documentation']",6.1,1.917
Aggretsuko: We Wish You A Metal Christmas,MOVIE,"['animation', 'comedy']",,3.852
Manu,MOVIE,"['thriller', 'romance']",7.6,1.4
Exes Baggage,MOVIE,"['drama', 'romance']",6.4,2.271
Teefa in Trouble,MOVIE,"['drama', 'comedy', 'action', 'crime', 'romance']",7.0,3.176
Up Among the Stars,MOVIE,"['drama', 'european']",6.2,4.367
Food on the Go,MOVIE,"['documentation', 'european']",6.3,1.568
Nigerian Prince,MOVIE,"['thriller', 'drama', 'crime']",5.7,2.91
Bangkok Love Stories 2: Innocence,SHOW,"['drama', 'romance']",6.6,3.473
Treehouse Detectives,SHOW,['animation'],7.6,1.382
Isoken,MOVIE,"['romance', 'comedy', 'drama']",6.4,2.263
God Calling,MOVIE,['drama'],,1.81
The Judgement,SHOW,"['drama', 'crime']",7.1,1.429
The Lost Brother,MOVIE,"['thriller', 'crime', 'drama', 'european']",6.5,4.703
Weapon of Choice,MOVIE,"['documentation', 'european']",4.8,1.283
Lucas Brothers: On Drugs,MOVIE,['comedy'],5.7,2.445
A StoryBots Christmas,MOVIE,"['animation', 'comedy', 'family', 'fantasy']",5.8,3.828
YG Future Strategy Office,SHOW,['comedy'],6.7,2.519
The Birth Reborn 2,MOVIE,['documentation'],6.6,1.4
The Doll 2,MOVIE,"['horror', 'thriller']",5.1,5.769
Free Rein: The Twelve Neighs of Christmas,MOVIE,"['drama', 'comedy', 'family']",6.6,10.23
Fishtronaut: The Movie,MOVIE,"['animation', 'action', 'family']",7.5,6.934
Freej Al Taibeen,MOVIE,"['comedy', 'sport']",5.8,0.644
The Trader,MOVIE,['documentation'],,7.621
For Here or to Go?,MOVIE,"['comedy', 'drama']",6.7,1.398
Ayotzinapa: The Turtle's Pace,MOVIE,['documentation'],7.4,1.302
Rodney Carrington: Here Comes the Truth,MOVIE,"['comedy', 'documentation']",4.5,1.615
Coffee for All,MOVIE,"['documentation', 'european']",5.6,1.902
No One Will Ever Know,MOVIE,['drama'],6.2,1.751
Fanatyk,MOVIE,"['drama', 'comedy']",,2.157
Listen,MOVIE,"['drama', 'romance']",6.6,0.6
Can't Help Falling in Love,MOVIE,"['romance', 'comedy', 'drama']",6.9,2.812
Genius,MOVIE,[],,2.014
Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,MOVIE,[],,1.133
Marc Maron: Too Real,MOVIE,['comedy'],7.2,2.996
Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,"['animation', 'comedy']",5.1,6.488
Joe Rogan: Strange Times,MOVIE,['comedy'],7.3,2.777
Lynne Koplitz: Hormonal Beast,MOVIE,['comedy'],6.3,2.105
What She Put on the Table,SHOW,['drama'],7.3,2.319
Vir Das: Abroad Understanding,MOVIE,['comedy'],6.9,2.464
A Taiwanese Tale of Two Cities,SHOW,['drama'],6.1,1.4
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,"['animation', 'family', 'music']",4.2,0.899
Joaquín Reyes: Una y no más,MOVIE,['comedy'],,0.927
The Insomnia Club,MOVIE,"['comedy', 'drama']",6.2,2.128
Pickpockets,MOVIE,"['crime', 'drama', 'thriller']",5.4,9.362
Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,"['comedy', 'drama']",6.5,5.086
Munafik 2,MOVIE,['horror'],5.5,3.906
Super Monsters and the Wish Star,MOVIE,"['comedy', 'family', 'animation', 'fantasy']",,2.203
Running Man,SHOW,"['comedy', 'animation']",8.5,0.6
W. Kamau Bell: Private School Negro,MOVIE,['comedy'],6.4,1.353
Poster Boys,MOVIE,['comedy'],5.4,3.588
The Lost Café,MOVIE,"['drama', 'comedy']",7.0,1.4
Jimmy: The True Story of a True Idiot,SHOW,"['drama', 'comedy']",6.8,1.342
Zion,MOVIE,"['documentation', 'drama']",,6.126
The Hows of Us,MOVIE,"['drama', 'romance', 'comedy']",6.7,3.409
Two Catalonias,MOVIE,"['documentation', 'history', 'european']",6.4,5.288
"Out of Many, One",MOVIE,['documentation'],,1.833
Marriage Palace,MOVIE,['comedy'],6.2,0.84
A House of Blocks,SHOW,"['drama', 'horror']",2.3,1.772
Out of Thin Air,MOVIE,"['crime', 'documentation']",6.3,3.187
